Q1-面积,Q2-绿化率,Q3-周围学校数量(1km),Q4-距地铁站距离(km),Q5-距商圈距离(km),Q6-中介对房子安全性打分,Q7-中介对房子舒适性打分,Q8-中介对房子性价比打分,Q9-中介对房子地段打分,Q10-中介对房子未来增值打分,Q11-中介对房子环境打分,Q12-单价
84,0.4,4,0.97,6,4.67,2,3.5,4,3,5,12476
78,0.4,4,0.97,6,4,3,4,4,3,4,12063
101,0.4,4,0.97,6,1.67,4,2,2.5,3.67,3.5,11847
100,0.4,4,0.97,6,5,5,5,5,5,5,11998
100,0.4,4,0.97,6,3.67,2,3,3,3,3,11498
99,0.4,4,0.97,6,3,2.5,2,2.5,3.33,4,10513
120,0.4,4,0.97,6,3.67,3.5,4,3.5,3,4.5,11159
131,0.4,4,0.97,6,3,2.5,3,3.5,4,5,12579
120,0.4,4,0.97,6,5,4.5,5,4.5,5,5,10994
120,0.4,4,0.97,6,3.67,3,3,3.5,4.33,5,11242
131,0.4,4,0.97,6,4.33,2.5,3.5,3.5,4,3,12045
100,0.4,4,0.97,6,3.67,2.5,2.5,2.5,3.33,5,11998
100,0.4,4,0.97,6,4.67,4.5,3.5,4.5,3.67,3.5,11996
131,0.4,4,0.97,6,4.33,3,3,4,4.33,5,12350
90,0.4,4,0.97,6,3.33,2.5,1.5,2.5,3,5,12748
84,0.4,4,0.97,6,4,3,4,5,4,4,12476
131,0.4,4,0.97,6,2.67,2,2.5,4.5,3.67,4,12579
90,0.4,4,0.97,6,4.67,3,4,4.5,2.67,4.5,12726
120,0.4,4,0.97,6,2.67,2.5,3.5,3.5,3.33,3,11242
100,0.4,4,0.97,6,3,1.5,4.5,2,3,5,11998
107,0.4,4,0.97,6,4,2,4,3,4.33,3,11207
84,0.4,4,0.97,6,4.67,4,5,4.5,4,5,12476
120,0.4,4,0.97,6,2,3.5,3,3,2,5,11242
100,0.4,4,0.97,6,2.33,1.5,1,4,4,5,11998
84,0.4,4,0.97,6,4.67,3,4,5,4.33,5,12476
120,0.4,4,0.97,6,4,4.5,4,4,4,5,11242
120,0.4,4,0.97,6,4,3,3,3,2.67,4,11242
107,0.4,4,0.97,6,3.67,3,4,4,3.33,3.5,11207
84,0.4,4,0.97,6,2.67,3,3,3,3,3,12476
120,0.4,4,0.97,6,3,2,3.5,3.5,4,5,11242
84,0.4,4,0.97,6,4,4,3,4,4,4,12476
100,0.4,4,0.97,6,3,3,4,4,4.33,4.5,11998
120,0.4,4,0.97,6,4.67,2.5,3.5,3,3.33,5,11242
84,0.4,4,0.97,6,3,2,2.5,4,3.67,5,12476
84,0.4,4,0.97,6,2.67,2.5,3,3,3,3.5,12476
120,0.4,4,0.97,6,5,3.5,5,5,5,5,11242
84,0.4,4,0.97,6,2.67,3,3.5,3,3,5,12476
120,0.4,4,0.97,6,3,4,4,3.5,3.33,3.5,11242
88,0.4,5,0.96,7.9,4,3.5,3.5,3,3,4.5,12939
62,0.4,5,0.96,7.9,5,4.5,5,5,5,5,11774
78,0.4,5,0.96,7.9,3.33,2,1.5,1.5,3,5,12775
78,0.4,5,0.96,7.9,2.33,2,4,3,3,5,10858
76,0.4,5,0.96,7.9,3.67,3.5,4.5,4,5,5,11842
78,0.4,5,0.96,7.9,3.33,1,4,4,4.33,3.5,11497
76,0.4,5,0.96,7.9,2.33,3,3.5,3.5,3.33,1.5,11842
76,0.4,5,0.96,7.9,3,2.5,4,3,4,2.5,11842
78,0.4,5,0.96,7.9,3,1.5,2.5,3.5,3.67,3.5,12008
88,0.4,5,0.96,7.9,3.67,1.5,2,2,4.67,3.5,12601
88,0.4,5,0.96,7.9,4.67,3,3.5,4.5,3.33,4.5,9901
63,0.4,5,0.96,7.9,3,2,2.5,2.5,3.67,4,10635
91,0.4,5,0.96,7.9,4,1.5,3.5,5,4.67,5,11983
78,0.4,5,0.96,7.9,3.33,2,2.5,3,3.67,4,11753
128,0.4,5,0.96,7.9,4,4,3.5,4,2,4.5,9531
78,0.4,5,0.96,7.9,2.67,2,3.5,3,3.33,2.5,10986
76,0.4,5,0.96,7.9,4.33,3,2.5,4.5,3.33,3,11842
81,0.4,5,0.96,7.9,4.33,5,5,2.5,3.33,5,12222
78,0.4,5,0.96,7.9,4,3.5,2.5,3,2,3,12136
78,0.4,5,0.96,7.9,3,1.5,2,3,4,3,11880
81,0.4,5,0.96,7.9,4,2,4,4,5,5,11358
80,0.4,5,0.96,7.9,3.33,1,5,5,4,4.5,11875
78,0.4,5,0.96,7.9,3,3,2.5,3,2.67,3,11344
78,0.4,5,0.96,7.9,4.33,3,4.5,3,4,5,10731
88,0.4,5,0.96,7.9,4.33,2,2,2.5,2.33,5,12273
78,0.4,5,0.96,7.9,4,2.5,4,3.5,4,4,14052
128,0.4,5,0.96,7.9,4.33,2,4,2.5,3.33,4.5,9531
81,0.4,5,0.96,7.9,3.67,3,3.5,3.5,5,5,12222
81,0.4,5,0.96,7.9,2.33,2,3,3,3,3,12346
118,0.4,5,0.96,7.9,4.33,1.5,2.5,4,3.33,5,10508
71,0.4,5,0.96,7.9,5,1.5,3,3,3,5,10423
92,0.4,5,0.96,7.9,4,2.5,3.5,4,3.67,5,10326
76,0.4,5,0.96,7.9,2.67,2.5,3,3,4,5,11835
78,0.4,5,0.96,7.9,5,3,5,5,5,5,11505
81,0.4,5,0.96,7.9,5,3,3.5,4,3.67,5,12346
78,0.4,5,0.96,7.9,3,4,3,2,3.67,3,11753
78,0.4,5,0.96,7.9,4.67,3,3.5,3.5,4,5,9581
78,0.4,5,0.96,7.9,3,1.5,3,2.5,3,3,10858
78,0.4,5,0.96,7.9,3,1.5,3,3,3.67,4,11497
92,0.4,5,0.96,7.9,3.33,1.5,2.5,2,3,5,11957
81,0.4,5,0.96,7.9,3,2,2,3.5,3.67,2.5,12469
62,0.4,5,0.96,7.9,3,2.5,4.5,4,2.67,3,11205
77,0.4,5,0.96,7.9,4,3,3,3.5,3.33,5,11210
78,0.4,5,0.96,7.9,2.33,1.5,2.5,2.5,3.33,5,11242
70,0.4,5,0.96,7.9,5,3,5,3.5,5,5,10995
92,0.4,5,0.96,7.9,3.33,4.5,4.5,4.5,4.67,3,10435
78,0.4,5,0.96,7.9,3,3,3,3,3,3,10986
62,0.4,5,0.96,7.9,3,2,2,3,3,4,10885
62,0.4,5,0.96,7.9,5,1.5,3,4,4,5,11240
78,0.4,5,0.96,7.9,2.33,2.5,3.5,3.5,3.67,3.5,12775
76,0.4,5,0.96,7.9,3.67,2,2.5,3,3.33,5,11842
78,0.4,5,0.96,7.9,3.67,2.5,3,1,3,5,11369
96,0.4,5,0.96,7.9,4,2,4.5,3,3.33,4.5,11250
91,0.4,5,0.96,7.9,3.67,2,3.5,4,2.67,3.5,11983
78,0.4,5,0.96,7.9,3.33,4,4,4,4.33,5,12136
128,0.4,5,0.96,7.9,4,3,4,3,4.33,5,9531
76,0.4,5,0.96,7.9,2.67,2,3,3,3.67,4.5,11842
81,0.4,5,0.96,7.9,3.33,2,3.5,3,3,5,12222
78,0.4,5,0.96,7.9,5,2.5,4,3.5,4,5,10858
76,0.4,5,0.96,7.9,3,1,4,4,3.33,3.5,11055
92,0.4,5,0.96,7.9,3.33,2,5,3,4,4.5,10326
78,0.4,5,0.96,7.9,3,2,2,3,3,3,9581
78,0.4,5,0.96,7.9,3.33,4,3,2.5,3,3,14052
128,0.4,5,0.96,7.9,3,2.5,3,2.5,3,3,9531
118,0.4,5,0.96,7.9,3,2,2,3,3,5,10508
78,0.4,5,0.96,7.9,4,3.5,4,4,4,5,12775
78,0.4,5,0.96,7.9,5,2,1.5,3,2,4,11369
78,0.4,5,0.96,7.9,3,2.5,3,2.5,3,4.5,11497
81,0.4,5,0.96,7.9,3,1.5,2,3,2.67,2.5,12099
71,0.4,5,0.96,7.9,5,5,5,5,5,5,10423
80,0.4,5,0.96,7.9,3.33,2.5,4,3,2.67,5,11875
88,0.4,5,0.96,7.9,4.67,2,4,5,4,5,10801
78,0.4,5,0.96,7.9,4.33,1.5,3,3.5,3.67,4,9581
78,0.4,5,0.96,7.9,3.67,3,3,3,3.67,3,11344
78,0.4,5,0.96,7.9,4,3,5,4.5,4.67,5,10731
92,0.4,5,0.96,7.9,2.67,1.5,1,3.5,2.33,5,11957
78,0.4,5,0.96,7.9,2,1.5,3,4,3,3,12775
78,0.4,5,0.96,7.9,3.33,2,4,3,3,4.5,11497
62,0.4,5,0.96,7.9,4,2.5,3.5,3.5,4,4.5,11205
82,0.4,5,0.96,7.9,3,1.5,2.5,4.5,4,5,12317
87,0.4,5,0.96,7.9,5,3,5,3.5,4.67,5,12644
78,0.4,5,0.96,7.9,4,2.5,4,4.5,4.67,2.5,10986
78,0.4,5,0.96,7.9,2.33,2.5,3,2.5,3.67,5,11753
92,0.4,5,0.96,7.9,4,2,2.5,3,3,5,10435
77,0.4,5,0.96,7.9,3,3,3.5,3,3,3.5,11210
78,0.4,5,0.96,7.9,3,3,3,3.5,2.33,5,11242
70,0.4,5,0.96,7.9,2.67,2.5,4,2,3,3,10995
62,0.4,5,0.96,7.9,3.67,2,3,3.5,3.33,2,10885
128,0.4,5,0.96,7.9,5,5,5,4.5,4,5,9531
76,0.4,5,0.96,7.9,4,2,1.5,4,4.33,5,11842
92,0.4,5,0.96,7.9,3,3.5,3.5,3,3,3,10326
64,0.4,5,0.96,7.9,4.67,3,4,5,3,5,11250
62,0.4,5,0.96,7.9,3,3,3,4,3,2,10968
78,0.4,5,0.96,7.9,2.67,2.5,2.5,2.5,3,3,10858
81,0.4,5,0.96,7.9,3,3,3,3,2.67,3.5,12469
128,0.4,5,0.96,7.9,4,3.5,3.5,3,3.67,4,9531
76,0.4,5,0.96,7.9,3,3,3,4,4,3.5,11842
81,0.4,5,0.96,7.9,3,3,2,2,2,2,12469
81,0.4,5,0.96,7.9,4,1.5,3.5,3.5,3.67,5,11728
108,0.36,5,0.33,7.8,4.33,3,3,3,4,3.5,10926
108,0.36,5,0.33,7.8,3.67,1.5,4.5,2.5,2,5,12500
87,0.36,5,0.33,7.8,5,5,5,5,5,5,12069
85,0.36,5,0.33,7.8,5,2,3.5,2.5,4.33,5,11481
85,0.36,5,0.33,7.8,4.33,4,4,4,3.67,5,12285
88,0.36,5,0.33,7.8,2.67,2,3.5,4,4,5,10227
86,0.36,5,0.33,7.8,4.33,4,4.5,4,4,5,11628
88,0.36,5,0.33,7.8,4,2.5,3,3.5,4,5,11932
100,0.36,5,0.33,7.8,3,3,3.5,4,4,4.5,11000
90,0.36,5,0.33,7.8,4.33,2,5,2.5,3.67,5,10972
92,0.36,5,0.33,7.8,2,2,2,3,3,3.5,10870
89,0.36,5,0.33,7.8,3,2.5,4,3.5,3.33,5,11236
84,0.36,5,0.33,7.8,3,3,4,2,4,4.5,13333
118,0.36,5,0.33,7.8,5,3,5,4,5,5,11525
86,0.36,5,0.33,7.8,3.33,2.5,2.5,2.5,3,3,12209
86,0.36,5,0.33,7.8,3,2.5,3,3,3,5,12209
88,0.36,5,0.33,7.8,2,2,3,2.5,3,5,10795
106,0.36,5,0.33,7.8,3.67,3,4,4.5,3,5,11321
86,0.36,5,0.33,7.8,3,3,3,3,3.67,5,11395
104,0.36,5,0.33,7.8,5,4,4.5,4.5,5,5,11058
90,0.36,5,0.33,7.8,4,1.5,2,4,3.33,5,10972
92,0.36,5,0.33,7.8,4,2,1,4,3,3,12826
104,0.36,5,0.33,7.8,3,1.5,2,3,3.33,5,11154
108,0.36,5,0.33,7.8,5,2.5,4,5,3.33,5,10926
108,0.36,5,0.33,7.8,3,3,3,3,3,3,11574
85,0.36,5,0.33,7.8,3.33,3,4,4.5,3.67,5,11294
104,0.36,5,0.33,7.8,1.33,2,2,3,2,2,11154
108,0.36,5,0.33,7.8,4.33,1.5,2,4,3.67,5,11574
108,0.36,5,0.33,7.8,4,4,3.5,4,4.33,4.5,10880
88,0.36,5,0.33,7.8,2.33,1.5,4,3.5,3,5,11932
90,0.36,5,0.33,7.8,5,4.5,4,5,3.33,5,11111
103,0.36,5,0.33,7.8,3.67,3.5,2.5,4.5,3,5,11390
88,0.36,5,0.33,7.8,2.33,2,2.5,2.5,4.67,4,11364
104,0.36,5,0.33,7.8,3,2,3,2.5,2.67,4,11346
108,0.36,5,0.33,7.8,4.33,2.5,4,4.5,3.33,5,10926
89,0.36,5,0.33,7.8,4.33,2.5,3.5,3,2.67,5,11798
88,0.36,5,0.33,7.8,4.33,2,3.5,3.5,4.33,4.5,11932
104,0.36,5,0.33,7.8,2.67,1.5,3,3,2.33,3.5,11538
90,0.36,5,0.33,7.8,3,3.5,2.5,3.5,2.33,4,11111
99,0.36,5,0.33,7.8,2.33,1,3,3,2.33,5,10606
90,0.36,5,0.33,7.8,4.33,2.5,4,4.5,3.67,5,11111
106,0.36,5,0.33,7.8,4.33,2,4.5,2,5,4,10849
90,0.36,5,0.33,7.8,3,2,3,3,3,5,10667
85,0.36,5,0.33,7.8,3.33,2,3,3.5,4.67,5,12235
91,0.36,5,0.33,7.8,3.33,3,4,3.5,3.67,4,10879
89,0.36,5,0.33,7.8,2.67,3,3.5,4,4,4.5,11236
88,0.36,5,0.33,7.8,3,2.5,3.5,4,3.67,3.5,11250
92,0.36,5,0.33,7.8,3,4,1,1.5,2,1.5,11413
106,0.36,5,0.33,7.8,3,3,5,3,4,4.5,12075
88,0.36,5,0.33,7.8,4,5,4.5,4.5,3.67,5,12500
90,0.36,5,0.33,7.8,3,2,2,2,3,4,11111
86,0.36,5,0.33,7.8,2.67,3.5,4,1,2.33,3.5,13372
104,0.36,5,0.33,7.8,3.67,2.5,3,2,3,4,11538
88,0.36,5,0.33,7.8,2.67,3.5,3.5,4,3.33,5,11136
86,0.36,5,0.33,7.8,3.33,3,4,3,3.67,3.5,11512
123,0.36,5,0.33,7.8,4,2,3,4,2.67,5,12195
89,0.36,5,0.33,7.8,3.33,3.5,2.5,2.5,4.33,4,11461
86,0.36,5,0.33,7.8,3,2,2,3,3,2,11395
93,0.4,3,1.2,8.2,3.33,2,3,3,3.33,4,13301
93,0.4,3,1.2,8.2,3,2.5,5,3.5,4,5,13088
93,0.4,3,1.2,8.2,3.67,2,4,3.5,2,5,11705
92,0.4,3,1.2,8.2,3,2.5,3,3.5,3,5,13581
101,0.4,3,1.2,8.2,4.33,1.5,4,4,4,5,13800
92,0.4,3,1.2,8.2,3,3,3,3,3,3,12952
96,0.4,3,1.2,8.2,2,2,2,2,2,3,12804
106,0.4,3,1.2,8.2,4.67,1.5,5,4,5,5,16781
93,0.4,3,1.2,8.2,2.33,1.5,3.5,2.5,2,2,12769
93,0.4,3,1.2,8.2,5,4,4,5,5,5,13301
93,0.4,3,1.2,8.2,3,2.5,4,2.5,3.67,4.5,13088
93,0.4,3,1.2,8.2,3.33,3,4,4,4.33,3.5,12237
93,0.4,3,1.2,8.2,2.67,2,2,3,3,4,12769
106,0.4,3,1.2,8.2,3.67,2.5,5,5,2,3,13180
106,0.4,3,1.2,8.2,3,2.5,2.5,1,3,4.5,12427
92,0.4,3,1.2,8.2,2.33,3,3,3,3,4.5,15305
94,0.4,3,1.2,8.2,2.67,2,3,2.5,3,4,12543
92,0.4,3,1.2,8.2,3.33,3,3,3,3,3,15305
93,0.4,3,1.2,8.2,4.33,1.5,4.5,1,1.67,2.5,13301
101,0.4,3,1.2,8.2,4.33,3,3,4,2.67,5,14293
93,0.4,3,1.2,8.2,4.67,2.5,3.5,3.5,2.33,1.5,12769
96,0.4,3,1.2,8.2,3.67,4,4,3,4,3,12988
95,0.4,3,1.2,8.2,4,3,2.5,3.5,3.33,5,13590
93,0.4,3,1.2,8.2,2.67,2.5,3.5,2.5,4,5,12237
92,0.4,3,1.2,8.2,4.67,2.5,4,3,4.33,4,13581
106,0.4,3,1.2,8.2,2.67,2.5,4.5,3.5,3,3,12399
95,0.4,3,1.2,8.2,4.67,2,3.5,4,3,5,15158
94,0.4,3,1.2,8.2,4,3,4,4,3,4,12762
94,0.4,3,1.2,8.2,1.67,4,2,2.5,3.67,3.5,13818
96,0.4,3,1.2,8.2,5,5,5,5,5,5,12756
101,0.4,3,1.2,8.2,3.67,2,3,3,3,3,14293
92,0.4,3,1.2,8.2,3,2.5,2,2.5,3.33,4,13581
106,0.4,3,1.2,8.2,3.67,3.5,4,3.5,3,4.5,16981
92,0.4,3,1.2,8.2,3,2.5,3,3.5,4,5,12934
93,0.4,3,1.2,8.2,5,4.5,5,4.5,5,5,12237
101,0.4,3,1.2,8.2,3.67,3,3,3.5,4.33,5,13997
101,0.4,3,1.2,8.2,4.33,2.5,3.5,3.5,4,3,13800
95,0.4,3,1.2,8.2,3.67,2.5,2.5,2.5,3.33,5,13067
93,0.4,3,1.2,8.2,4.67,4.5,3.5,4.5,3.67,3.5,11811
93,0.4,3,1.2,8.2,4.33,3,3,4,4.33,5,11811
93,0.4,3,1.2,8.2,3.33,2.5,1.5,2.5,3,5,12609
93,0.4,3,1.2,8.2,4,3,4,5,4,4,12556
93,0.4,3,1.2,8.2,2.67,2,2.5,4.5,3.67,4,12875
81,0.4,4,1,7.5,4.67,3,4,4.5,2.67,4.5,11235
81,0.4,4,1,7.5,2.67,2.5,3.5,3.5,3.33,3,11728
80,0.4,4,1,7.5,3,1.5,4.5,2,3,5,11875
80,0.4,4,1,7.5,4,2,4,3,4.33,3,11875
87,0.4,4,1,7.5,4.67,4,5,4.5,4,5,10345
87,0.4,4,1,7.5,2,3.5,3,3,2,5,10345
87,0.4,4,1,7.5,2.33,1.5,1,4,4,5,11149
97,0.4,4,1,7.5,4.67,3,4,5,4.33,5,9588
89,0.4,4,1,7.5,4,4.5,4,4,4,5,12135
89,0.4,4,1,7.5,4,3,3,3,2.67,4,12135
90,0.4,4,1,7.5,3.67,3,4,4,3.33,3.5,11667
75,0.4,4,1,7.5,2.67,3,3,3,3,3,11609
89,0.4,4,1,7.5,3,2,3.5,3.5,4,5,10674
81,0.4,4,1,7.5,4,4,3,4,4,4,11235
80,0.4,4,1,7.5,3,3,4,4,4.33,4.5,11500
80,0.4,4,1,7.5,4.67,2.5,3.5,3,3.33,5,11250
80,0.4,4,1,7.5,3,2,2.5,4,3.67,5,11875
81,0.4,4,1,7.5,2.67,2.5,3,3,3,3.5,10741
87,0.4,4,1,7.5,5,3.5,5,5,5,5,12069
92,0.4,4,1,7.5,2.67,3,3.5,3,3,5,11304
87,0.4,4,1,7.5,3,4,4,3.5,3.33,3.5,12299
88,0.4,4,1,7.5,4,3.5,3.5,3,3,4.5,10227
87,0.4,4,1,7.5,5,4.5,5,5,5,5,12069
89,0.4,4,1,7.5,3.33,2,1.5,1.5,3,5,10239
89,0.4,4,1,7.5,2.33,2,4,3,3,5,11680
73,0.4,4,1,7.5,3.67,3.5,4.5,4,5,5,11507
80,0.4,4,1,7.5,3.33,1,4,4,4.33,3.5,12250
74,0.4,4,1,7.5,2.33,3,3.5,3.5,3.33,1.5,12124
80,0.4,4,1,7.5,3,2.5,4,3,4,2.5,11250
90,0.4,4,1,7.5,3,1.5,2.5,3.5,3.67,3.5,11444
112,0.4,4,1,7.5,3.67,1.5,2,2,4.67,3.5,10714
89,0.4,4,1,7.5,4.67,3,3.5,4.5,3.33,4.5,10337
89,0.4,4,1,7.5,3,2,2.5,2.5,3.67,4,11685
104,0.4,4,1,7.5,4,1.5,3.5,5,4.67,5,9615
72,0.4,4,1,7.5,3.33,2,2.5,3,3.67,4,12500
81,0.4,4,1,7.5,4,4,3.5,4,2,4.5,10741
95,0.4,4,1,7.5,2.67,2,3.5,3,3.33,2.5,10373
90,0.4,4,1,7.5,4.33,3,2.5,4.5,3.33,3,10000
104,0.4,4,1,7.5,4.33,5,5,2.5,3.33,5,9615
96,0.4,4,1,7.5,4,3.5,2.5,3,2,3,10938
96,0.4,4,1,7.5,3,1.5,2,3,4,3,12500
88,0.4,4,1,7.5,4,2,4,4,5,5,11705
87,0.4,4,1,7.5,3.33,1,5,5,4,4.5,10115
89,0.4,4,1,7.5,3,3,2.5,3,2.67,3,10787
81,0.4,4,1,7.5,4.33,3,4.5,3,4,5,11728
80,0.4,4,1,7.5,4.33,2,2,2.5,2.33,5,11500
97,0.4,4,1,7.5,4,2.5,4,3.5,4,4,11340
87,0.4,4,1,7.5,4.33,2,4,2.5,3.33,4.5,10345
87,0.4,4,1,7.5,3.67,3,3.5,3.5,5,5,11034
90,0.4,4,1,7.5,2.33,2,3,3,3,3,11667
89,0.4,4,1,7.5,4.33,1.5,2.5,4,3.33,5,11011
74,0.4,4,1,7.5,5,1.5,3,3,3,5,12394
112,0.4,4,1,7.5,4,2.5,3.5,4,3.67,5,10536
89,0.4,4,1,7.5,2.67,2.5,3,3,4,5,12135
78,0.4,4,1,7.5,5,3,5,5,5,5,11690
95,0.4,4,1,7.5,5,3,3.5,4,3.67,5,10478
80,0.4,4,1,7.5,3,4,3,2,3.67,3,11875
81,0.4,4,1,7.5,4.67,3,3.5,3.5,4,5,11481
80,0.4,4,1,7.5,3,1.5,3,2.5,3,3,11875
80,0.4,4,1,7.5,3,1.5,3,3,3.67,4,11875
89,0.4,4,1,7.5,3.33,1.5,2.5,2,3,5,12135
96,0.4,4,1,7.5,3,2,2,3.5,3.67,2.5,12500
88,0.4,4,1,7.5,3,2.5,4.5,4,2.67,3,11705
87,0.4,4,1,7.5,4,3,3,3.5,3.33,5,10115
33,0.35,4,0.662,7,5,3,5,3.5,5,5,9055
45,0.35,4,0.662,7,3.33,4.5,4.5,4.5,4.67,3,8664
30,0.35,4,0.662,7,3,3,3,3,3,3,8660
30,0.35,4,0.662,7,3,2,2,3,3,4,9400
30,0.35,4,0.662,7,5,1.5,3,4,4,5,9070
30,0.35,4,0.662,7,2.33,2.5,3.5,3.5,3.67,3.5,8667
33,0.35,4,0.662,7,3.67,2,2.5,3,3.33,5,8709
99,0.35,4,0.662,7,3.67,2.5,3,1,3,5,9619
98,0.35,4,0.662,7,4,2,4.5,3,3.33,4.5,9604
98,0.35,4,0.662,7,3.67,2,3.5,4,2.67,3.5,10000
94,0.35,4,0.662,7,3.33,4,4,4,4.33,5,10426
110,0.35,4,0.662,7,4,3,4,3,4.33,5,10455
91,0.35,4,0.662,7,2.67,2,3,3,3.67,4.5,10440
98,0.35,4,0.662,7,3.33,2,3.5,3,3,5,10000
112,0.35,4,0.662,7,5,2.5,4,3.5,4,5,10268
99,0.35,4,0.662,7,3,1,4,4,3.33,3.5,9697
99,0.35,4,0.662,7,3.33,2,5,3,4,4.5,9697
113,0.35,4,0.662,7,3,2,2,3,3,3,10177
111,0.35,4,0.662,7,3.33,4,3,2.5,3,3,8468
98,0.35,4,0.662,7,3,2.5,3,2.5,3,3,9796
96,0.35,4,0.662,7,3,2,2,3,3,5,10118
33,0.35,4,0.662,7,4,3.5,4,4,4,5,9055
96,0.35,4,0.662,7,5,2,1.5,3,2,4,12396
90,0.35,4,0.662,7,3,2.5,3,2.5,3,4.5,10889
94,0.35,4,0.662,7,3,1.5,2,3,2.67,2.5,10106
30,0.35,4,0.662,7,5,5,5,5,5,5,9333
32,0.35,4,0.662,7,3.33,2.5,4,3,2.67,5,9594
100,0.35,4,0.662,7,4.67,2,4,5,4,5,10500
95,0.35,4,0.662,7,4.33,1.5,3,3.5,3.67,4,10000
55,0.35,4,0.662,7,3.67,3,3,3,3.67,3,10727
99,0.35,4,0.662,7,4,3,5,4.5,4.67,5,9697
99,0.35,4,0.662,7,2.67,1.5,1,3.5,2.33,5,9899
103,0.35,4,0.662,7,2,1.5,3,4,3,3,10485
