Q1-面积,Q2-绿化率,Q3-周围学校数量(1km),Q4-距地铁站距离(km),Q5-距商圈距离(km),Q6-中介对房子安全性打分,Q7-中介对房子舒适性打分,Q8-中介对房子性价比打分,Q9-中介对房子地段打分,Q10-中介对房子未来增值打分,Q11-中介对房子环境打分,Q12-单价
106,0.4,5,0.7,6.6,5,5,5,5,5,5,14623
88,0.4,5,0.7,6.6,3.33,1.5,4,3.5,4,5,15341
83,0.4,5,0.7,6.6,4,4,5,5,4,5,14100
87,0.4,5,0.7,6.6,2.67,2.5,4,4,3.33,5,12644
87,0.4,5,0.7,6.6,3.33,4,4,4,5,5,12644
87,0.4,5,0.7,6.6,4.67,3.5,3,3,4,5,15172
87,0.4,5,0.7,6.6,4,2,5,4,3.33,5,12874
95,0.4,5,0.7,6.6,4,4,4,4,4,4,14211
99,0.4,5,0.7,6.6,5,5,5,5,5,5,13642
95,0.4,5,0.7,6.6,3,3,3,3,3,3,13158
52,0.4,5,0.7,6.6,2.67,2,3.5,1.5,3.33,2,10769
47,0.4,5,0.7,6.6,2.33,2,3,2.5,2.33,5,10745
48,0.4,5,0.7,6.6,2.67,2,3.5,1.5,3.33,2,11042
47,0.4,5,0.7,6.6,3.33,3,3,3,3,3,12643
48,0.4,5,0.7,6.6,4.33,2.5,3,3,4.33,5,11042
55,0.4,5,0.7,6.6,3.67,2.5,4.5,4.5,4.33,4.5,10818
50,0.4,5,0.7,6.6,5,5,5,5,5,5,12000
47,0.4,5,0.7,6.6,4.33,2.5,3,4,2,4,11064
48,0.4,5,0.7,6.6,3.33,2.5,3,2.5,3,3.5,10833
47,0.4,5,0.7,6.6,3.33,2,3,3,3.33,4,12213
50,0.4,5,0.7,6.6,3,2.5,5,3.5,4,5,10800
47,0.4,5,0.7,6.6,3.67,2,4,3.5,2,5,10745
52,0.4,5,0.7,6.6,3,2.5,3,3.5,3,5,10731
47,0.4,5,0.7,6.6,4.33,1.5,4,4,4,5,10745
51,0.4,5,0.7,6.6,3,3,3,3,3,3,11043
77,0.4,5,0.7,6.6,2,2,2,2,2,3,12338
95,0.4,5,0.7,6.6,4.67,1.5,5,4,5,5,14211
95,0.4,5,0.7,6.6,2.33,1.5,3.5,2.5,2,2,14211
106,0.4,5,0.7,6.6,5,4,4,5,5,5,12736
95,0.4,5,0.7,6.6,3,2.5,4,2.5,3.67,4.5,10737
95,0.4,5,0.7,6.6,3.33,3,4,4,4.33,3.5,14421
105,0.4,5,0.7,6.6,2.67,2,2,3,3,4,14286
87,0.4,5,0.7,6.6,3.67,2.5,5,5,2,3,13218
89,0.4,5,0.7,6.6,3,2.5,2.5,1,3,4.5,14831
75,0.4,5,0.7,6.6,2.33,3,3,3,3,4.5,13061
96,0.4,5,0.7,6.6,2.67,2,3,2.5,3,4,14063
88,0.4,5,0.7,6.6,3.33,3,3,3,3,3,13636
48,0.4,5,0.7,6.6,4.33,1.5,4.5,1,1.67,2.5,10833
48,0.4,5,0.7,6.6,4.33,3,3,4,2.67,5,10833
55,0.4,5,0.7,6.6,4.67,2.5,3.5,3.5,2.33,1.5,10764
95,0.4,5,0.7,6.6,3.67,4,4,3,4,3,14947
106,0.4,5,0.7,6.6,4,3,2.5,3.5,3.33,5,15849
105,0.4,5,0.7,6.6,2.67,2.5,3.5,2.5,4,5,13314
98,0.4,5,0.7,6.6,4.67,2.5,4,3,4.33,4,14286
70,0.4,5,0.7,6.6,2.67,2.5,4.5,3.5,3,3,11429
94,0.4,5,0.7,6.6,4.67,2,3.5,4,3,5,14256
86,0.4,5,0.7,6.6,4,3,4,4,3,4,11866
87,0.4,5,0.7,6.6,1.67,4,2,2.5,3.67,3.5,13218
94,0.4,5,0.7,6.6,5,5,5,5,5,5,13418
87,0.4,5,0.7,6.6,3.67,2,3,3,3,3,13103
53,0.4,5,0.7,6.6,3,2.5,2,2.5,3.33,4,11132
86,0.4,5,0.7,6.6,3.67,3.5,4,3.5,3,4.5,13372
87,0.4,5,0.7,6.6,3,2.5,3,3.5,4,5,12069
53,0.4,5,0.7,6.6,5,4.5,5,4.5,5,5,10943
87,0.4,5,0.7,6.6,3.67,3,3,3.5,4.33,5,10920
86,0.4,5,0.7,6.6,4.33,2.5,3.5,3.5,4,3,13576
87,0.4,5,0.7,6.6,3.67,2.5,2.5,2.5,3.33,5,13793
87,0.4,5,0.7,6.6,4.67,4.5,3.5,4.5,3.67,3.5,13563
101,0.4,5,0.7,6.6,4.33,3,3,4,4.33,5,12871
89,0.4,5,0.7,6.6,3.33,2.5,1.5,2.5,3,5,13032
50,0.4,5,0.7,6.6,4,3,4,5,4,4,10800
47,0.4,5,0.7,6.6,2.67,2,2.5,4.5,3.67,4,10745
47,0.4,5,0.7,6.6,4.67,3,4,4.5,2.67,4.5,11191
47,0.4,5,0.7,6.6,2.67,2.5,3.5,3.5,3.33,3,10851
47,0.4,5,0.7,6.6,3,1.5,4.5,2,3,5,11064
67,0.4,5,0.7,6.6,4,2,4,3,4.33,3,10746
85,0.4,5,0.7,6.6,4.67,4,5,4.5,4,5,13461
66,0.4,5,0.7,6.6,2,3.5,3,3,2,5,11364
49,0.4,5,0.7,6.6,2.33,1.5,1,4,4,5,10816
94,0.4,5,0.7,6.6,4.67,3,4,5,4.33,5,14894
95,0.4,5,0.7,6.6,4,4.5,4,4,4,5,14421
70,0.4,5,0.7,6.6,4,3,3,3,2.67,4,11000
87,0.4,5,0.7,6.6,3.67,3,4,4,3.33,3.5,12885
47,0.4,5,0.7,6.6,2.67,3,3,3,3,3,11064
87,0.4,5,0.7,6.6,3,2,3.5,3.5,4,5,13563
101,0.4,5,0.7,6.6,4,4,3,4,4,4,12871
94,0.4,5,0.7,6.6,3,3,4,4,4.33,4.5,14894
51,0.4,5,0.7,6.6,4.67,2.5,3.5,3,3.33,5,10686
50,0.4,5,0.7,6.6,3,2,2.5,4,3.67,5,10580
48,0.4,5,0.7,6.6,2.67,2.5,3,3,3,3.5,10833
47,0.4,5,0.7,6.6,5,3.5,5,5,5,5,10596
87,0.4,5,0.7,6.6,2.67,3,3.5,3,3,5,12885
95,0.4,5,0.7,6.6,3,4,4,3.5,3.33,3.5,14421
49,0.4,5,0.7,6.6,4,3.5,3.5,3,3,4.5,12245
48,0.4,5,0.7,6.6,5,4.5,5,5,5,5,10833
47,0.4,5,0.7,6.6,3.33,2,1.5,1.5,3,5,10617
47,0.4,5,0.7,6.6,2.33,2,4,3,3,5,10591
48,0.4,5,0.7,6.6,3.67,3.5,4.5,4,5,5,11042
48,0.4,5,0.7,6.6,3.33,1,4,4,4.33,3.5,10833
48,0.4,5,0.7,6.6,2.33,3,3.5,3.5,3.33,1.5,10833
48,0.4,5,0.7,6.6,3,2.5,4,3,4,2.5,10583
70,0.4,5,0.7,6.6,3,1.5,2.5,3.5,3.67,3.5,11000
52,0.4,5,0.7,6.6,3.67,1.5,2,2,4.67,3.5,10577
47,0.4,5,0.7,6.6,4.67,3,3.5,4.5,3.33,4.5,11489
50,0.4,5,0.7,6.6,3,2,2.5,2.5,3.67,4,9600
47,0.4,5,0.7,6.6,4,1.5,3.5,5,4.67,5,10638
50,0.4,5,0.7,6.6,3.33,2,2.5,3,3.67,4,10560
47,0.4,5,0.7,6.6,4,4,3.5,4,2,4.5,11064
47,0.4,5,0.7,6.6,2.67,2,3.5,3,3.33,2.5,10638
50,0.4,5,0.7,6.6,4.33,3,2.5,4.5,3.33,3,10580
95,0.4,5,0.7,6.6,4.33,5,5,2.5,3.33,5,14421
47,0.4,5,0.7,6.6,4,3.5,2.5,3,2,3,11489
48,0.4,5,0.7,6.6,3,1.5,2,3,4,3,10833
48,0.4,5,0.7,6.6,4,2,4,4,5,5,10833
48,0.4,5,0.7,6.6,3.33,1,5,5,4,4.5,10833
106,0.4,5,0.7,6.6,3,3,2.5,3,2.67,3,11887
55,0.4,5,0.7,6.6,4.33,3,4.5,3,4,5,10727
48,0.4,5,0.7,6.6,4.33,2,2,2.5,2.33,5,10833
52,0.4,5,0.7,6.6,4,2.5,4,3.5,4,4,10731
47,0.4,5,0.7,6.6,4.33,2,4,2.5,3.33,4.5,10617
52,0.4,5,0.7,6.6,3.67,3,3.5,3.5,5,5,10769
95,0.4,5,0.7,6.6,2.33,2,3,3,3,3,11579
70,0.4,5,0.7,6.6,4.33,1.5,2.5,4,3.33,5,11429
87,0.4,5,0.7,6.6,5,1.5,3,3,3,5,13793
106,0.4,5,0.7,6.6,4,2.5,3.5,4,3.67,5,12453
95,0.4,5,0.7,6.6,2.67,2.5,3,3,4,5,15579
106,0.4,5,0.7,6.6,5,3,5,5,5,5,14702
76,0.4,5,0.7,6.6,5,3,3.5,4,3.67,5,13158
50,0.4,5,0.7,6.6,3,4,3,2,3.67,3,11000
47,0.4,5,0.7,6.6,4.67,3,3.5,3.5,4,5,10809
76,0.4,5,0.7,6.6,3,1.5,3,2.5,3,3,13421
86,0.4,5,0.7,6.6,3,1.5,3,3,3.67,4,12791
94,0.4,5,0.7,6.6,3.33,1.5,2.5,2,3,5,14043
97,0.4,5,0.7,6.6,3,2,2,3.5,3.67,2.5,15052
87,0.4,5,0.7,6.6,3,2.5,4.5,4,2.67,3,12644
95,0.4,5,0.7,6.6,4,3,3,3.5,3.33,5,15368
106,0.4,5,0.7,6.6,2.33,1.5,2.5,2.5,3.33,5,11792
95,0.4,5,0.7,6.6,5,3,5,3.5,5,5,11579
107,0.4,5,0.7,6.6,3.33,4.5,4.5,4.5,4.67,3,14579
99,0.4,5,0.7,6.6,3,3,3,3,3,3,13939
99,0.4,5,0.7,6.6,3,2,2,3,3,4,13636
87,0.4,5,0.7,6.6,5,1.5,3,4,4,5,13103
94,0.4,5,0.7,6.6,2.33,2.5,3.5,3.5,3.67,3.5,14362
84,0.4,5,0.7,6.6,3.67,2,2.5,3,3.33,5,13848
94,0.4,5,0.7,6.6,3.67,2.5,3,1,3,5,13716
99,0.4,5,0.7,6.6,4,2,4.5,3,3.33,4.5,13636
87,0.4,5,0.7,6.6,3.67,2,3.5,4,2.67,3.5,12644
86,0.4,5,0.7,6.6,3.33,4,4,4,4.33,5,12791
95,0.4,5,0.7,6.6,4,3,4,3,4.33,5,14211
95,0.4,5,0.7,6.6,2.67,2,3,3,3.67,4.5,13684
87,0.4,5,0.7,6.6,3.33,2,3.5,3,3,5,12184
95,0.4,5,0.7,6.6,5,2.5,4,3.5,4,5,13684
95,0.4,5,0.7,6.6,3,1,4,4,3.33,3.5,14421
95,0.4,5,0.7,6.6,3.33,2,5,3,4,4.5,14421
55,0.4,5,0.7,6.6,3,2,2,3,3,3,10727
88,0.4,5,0.7,6.6,3.33,4,3,2.5,3,3,15000
87,0.4,5,0.7,6.6,3,2.5,3,2.5,3,3,14713
88,0.4,5,0.7,6.6,3,2,2,3,3,5,15455
88,0.4,5,0.7,6.6,4,3.5,4,4,4,5,14773
87,0.4,5,0.7,6.6,5,2,1.5,3,2,4,14943
95,0.4,5,0.7,6.6,3,2.5,3,2.5,3,4.5,14421
107,0.4,5,0.7,6.6,3,1.5,2,3,2.67,2.5,15888
106,0.4,5,0.7,6.6,5,5,5,5,5,5,16226
87,0.4,5,0.7,6.6,3.33,2.5,4,3,2.67,5,14023
106,0.4,5,0.7,6.6,4.67,2,4,5,4,5,12453
106,0.4,5,0.7,6.6,4.33,1.5,3,3.5,3.67,4,14702
106,0.4,5,0.7,6.6,3.67,3,3,3,3.67,3,14906
88,0.4,5,0.7,6.6,4,3,5,4.5,4.67,5,12500
88,0.4,5,0.7,6.6,2.67,1.5,1,3.5,2.33,5,12500
94,0.4,5,0.7,6.6,2,1.5,3,4,3,3,14560
95,0.4,5,0.7,6.6,3.33,2,4,3,3,4.5,14211
87,0.4,5,0.7,6.6,4,2.5,3.5,3.5,4,4.5,13333
107,0.4,5,0.7,6.6,3,1.5,2.5,4.5,4,5,15514
88,0.4,5,0.7,6.6,5,3,5,3.5,4.67,5,15000
84,0.4,5,0.7,6.6,4,2.5,4,4.5,4.67,2.5,12262
94,0.4,5,0.7,6.6,2.33,2.5,3,2.5,3.67,5,11915
88,0.4,5,0.7,6.6,4,2,2.5,3,3,5,15455
47,0.4,5,0.7,6.6,3,3,3.5,3,3,3.5,10809
87,0.4,5,0.7,6.6,3,3,3,3.5,2.33,5,14713
88,0.4,5,0.7,6.6,2.67,2.5,4,2,3,3,15000
88,0.4,5,0.7,6.6,3.67,2,3,3.5,3.33,2,15000
87,0.4,5,0.7,6.6,5,5,5,4.5,4,5,14713
88,0.4,5,0.7,6.6,4,2,1.5,4,4.33,5,14773
95,0.4,5,0.7,6.6,3,3.5,3.5,3,3,3,14421
95,0.4,5,0.7,6.6,4.67,3,4,5,3,5,14421
55,0.4,5,0.7,6.6,3,3,3,4,3,2,10727
48,0.4,5,0.7,6.6,2.67,2.5,2.5,2.5,3,3,10833
50,0.4,5,0.7,6.6,3,3,3,3,2.67,3.5,11000
126,0.4,5,0.7,6.6,4,3.5,3.5,3,3.67,4,14286
106,0.4,5,0.7,6.6,3,3,3,4,4,3.5,15094
95,0.4,5,0.7,6.6,3,3,2,2,2,2,14526
107,0.4,5,0.7,6.6,4,1.5,3.5,3.5,3.67,5,15514
106,0.4,5,0.7,6.6,4.67,3,3,3,3,5,12712
106,0.4,5,0.7,6.6,3,3,3,3,3,3,14623
107,0.4,5,0.7,6.6,2.67,1.5,3,3,2,3.5,13551
96,0.4,5,0.7,6.6,1.33,2.5,3,2.5,2,2.5,15104
95,0.4,5,0.7,6.6,3,3,4,5,4,5,15684
87,0.4,5,0.7,6.6,3,3,3.5,4.5,3.67,4.5,13218
87,0.4,5,0.7,6.6,3.33,1.5,4,4.5,3,5,13509
95,0.4,5,0.7,6.6,4,4.5,3.5,4,4.67,5,13158
106,0.4,5,0.7,6.6,3.67,2.5,3,3,2.67,4,11792
95,0.4,5,0.7,6.6,3,3,2,3,3.33,4,14421
106,0.4,5,0.7,6.6,3.33,2.5,4.5,3.5,5,5,11887
94,0.4,5,0.7,6.6,3.33,3,3,3,3.33,3.5,14362
105,0.4,5,0.7,6.6,3,3.5,3.5,3.5,4.33,3.5,13333
87,0.4,5,0.7,6.6,4,4,2.5,4,4,3.5,13103
105,0.4,5,0.7,6.6,3,3,4,4,3.33,4,13333
88,0.4,5,0.7,6.6,3,3,3,3,3,3,10795
95,0.4,5,0.7,6.6,5,5,5,4,5,5,16316
99,0.4,5,0.7,6.6,4,3,3.5,3,3.67,5,14040
87,0.4,5,0.7,6.6,3,3,3,2,2.67,3,13333
87,0.4,5,0.7,6.6,3.33,3,4,4.5,2.67,4,12644
99,0.4,5,0.7,6.6,4.33,5,3.5,3,3,5,13642
84,0.4,5,0.7,6.6,3.33,1,3,5,2.67,5,13690
94,0.4,5,0.7,6.6,2.33,1,1,5,1.33,5,14157
95,0.4,5,0.7,6.6,3.33,2,2.5,3.5,2.67,3,14211
89,0.4,5,0.7,6.6,3.33,3,2.5,3.5,3.33,3.5,13557
89,0.4,5,0.7,6.6,3,3,3,3,3,3,13113
86,0.4,5,0.7,6.6,4,3,4,3,3.33,5,14381
88,0.4,5,0.7,6.6,5,3.5,5,4,5,5,13068
122,0.4,5,0.7,6.6,3.67,1.5,3.5,4,4.33,5,16393
125,0.4,5,0.7,6.6,3.67,2,3,4,2.67,4,15840
107,0.4,5,0.7,6.6,4.67,3,3.5,5,3.33,5,16075
89,0.4,5,0.7,6.6,3.33,3,5,4.5,4,5,13224
94,0.4,5,0.7,6.6,3.33,1.5,3.5,3,3,5,13085
70,0.4,5,0.7,6.6,3,1,4.5,4.5,5,5,11429
88,0.4,5,0.7,6.6,4.33,1,5,3.5,4.33,5,13409
86,0.4,5,0.7,6.6,3,3,2,3,2.33,3,13609
88,0.4,5,0.7,6.6,4,1.5,4,5,5,4,15227
86,0.4,5,0.7,6.6,3,2.5,2,4,3,5,13372
106,0.4,5,0.7,6.6,4,1.5,4.5,3,4,5,16226
87,0.4,5,0.7,6.6,4,3,3.5,2.5,3.67,4,13083
106,0.4,5,0.7,6.6,4,2.5,4,4,4,4,14623
106,0.4,5,0.7,6.6,3.33,1.5,2,3.5,3.33,4,11887
87,0.4,5,0.7,6.6,2,3,2,2.5,3.33,3.5,12874
53,0.4,5,0.7,6.6,4,2,4.5,3,2.67,5,10729
95,0.4,5,0.7,6.6,3.67,2,3,3.5,3.67,5,14421
96,0.4,5,0.7,6.6,3,3.5,3,3,2.67,5,15104
84,0.4,5,0.7,6.6,2.33,2,3,3,3.67,4,12857
95,0.4,5,0.7,6.6,3,3,3.5,2.5,3,4,15684
84,0.4,5,0.7,6.6,4.33,3,4,4,3.67,3.5,14286
84,0.4,5,0.7,6.6,2.67,2,3,2.5,3,3,13690
94,0.4,5,0.7,6.6,3.67,4,4,4,4,5,14157
83,0.4,5,0.7,6.6,3.33,2,2.5,3.5,4.33,5,14100
97,0.38,5,1.3,6.6,4.33,3,3,3,4,3.5,12843
86,0.38,5,1.3,6.6,3.67,1.5,4.5,2.5,2,5,12668
97,0.38,5,1.3,6.6,5,5,5,5,5,5,12329
97,0.38,5,1.3,6.6,5,2,3.5,2.5,4.33,5,11918
122,0.38,5,1.3,6.6,4.33,4,4,4,3.67,5,12295
89,0.38,5,1.3,6.6,2.67,2,3.5,4,4,5,12085
89,0.38,5,1.3,6.6,4.33,4,4.5,4,4,5,11154
97,0.38,5,1.3,6.6,4,2.5,3,3.5,4,5,13048
122,0.38,5,1.3,6.6,3,3,3.5,4,4,4.5,12295
94,0.38,5,1.3,6.6,4.33,2,5,2.5,3.67,5,11861
86,0.38,5,1.3,6.6,2,2,2,3,3,3.5,12668
105,0.38,5,1.3,6.6,3,2.5,4,3.5,3.33,5,12282
97,0.38,5,1.3,6.6,3,3,4,2,4,4.5,13357
121,0.38,5,1.3,6.6,5,3,5,4,5,5,12145
89,0.38,5,1.3,6.6,3.33,2.5,2.5,2.5,3,3,11237
97,0.38,5,1.3,6.6,3,2.5,3,3,3,5,12329
121,0.38,5,1.3,6.6,2,2,3,2.5,3,5,11160
108,0.38,5,1.3,6.6,3.67,3,4,4.5,3,5,12203
88,0.38,5,1.3,6.6,3,3,3,3,3.67,5,11823
86,0.38,5,1.3,6.6,5,4,4.5,4.5,5,5,12144
97,0.38,5,1.3,6.6,4,1.5,2,4,3.33,5,13357
89,0.38,5,1.3,6.6,4,2,1,4,3,3,12532
133,0.38,5,1.3,6.6,3,1.5,2,3,3.33,5,10883
94,0.38,5,1.3,6.6,5,2.5,4,5,3.33,5,11649
94,0.38,5,1.3,6.6,3,3,3,3,3,3,12178
94,0.38,5,1.3,6.6,3.33,3,4,4.5,3.67,5,12656
94,0.38,5,1.3,6.6,1.33,2,2,3,2,2,11861
86,0.38,5,1.3,6.6,4.33,1.5,2,4,3.67,5,12668
67,0.38,5,1.3,6.6,4,4,3.5,4,4.33,4.5,13371
86,0.38,5,1.3,6.6,2.33,1.5,4,3.5,3,5,12668
66,0.38,5,1.3,6.6,5,4.5,4,5,3.33,5,12097
97,0.38,5,1.3,6.6,3.67,3.5,2.5,4.5,3,5,12157
88,0.38,5,1.3,6.6,2.33,2,2.5,2.5,4.67,4,12836
89,0.38,5,1.3,6.6,3,2,3,2.5,2.67,4,10934
89,0.38,5,1.3,6.6,4.33,2.5,4,4.5,3.33,5,12254
66,0.38,5,1.3,6.6,4.33,2.5,3.5,3,2.67,5,12551
86,0.38,5,1.3,6.6,4.33,2,3.5,3.5,4.33,4.5,12438
97,0.38,5,1.3,6.6,2.67,1.5,3,3,2.33,3.5,13151
88,0.38,5,1.3,6.6,3,3.5,2.5,3.5,2.33,4,12836
89,0.38,5,1.3,6.6,2.33,1,3,3,2.33,5,12127
90,0.38,5,1.3,6.6,4.33,2.5,4,4.5,3.67,5,11642
88,0.38,5,1.3,6.6,4.33,2,4.5,2,5,4,12949
89,0.38,5,1.3,6.6,3,2,3,3,3,5,10137
86,0.38,5,1.3,6.6,3.33,2,3,3.5,4.67,5,12954
86,0.38,5,1.3,6.6,3.33,3,4,3.5,3.67,4,12668
89,0.38,5,1.3,6.6,2.67,3,3.5,4,4,4.5,12031
86,0.38,5,1.3,6.6,3,2.5,3.5,4,3.67,3.5,12668
86,0.38,5,1.3,6.6,3,4,1,1.5,2,1.5,12668
90,0.38,5,1.3,6.6,3,3,5,3,4,4.5,11642
97,0.38,5,1.3,6.6,4,5,4.5,4.5,3.67,5,13870
89,0.38,5,1.3,6.6,3,2,2,2,3,4,11697
90,0.38,5,1.3,6.6,2.67,3.5,4,1,2.33,3.5,11309
86,0.38,5,1.3,6.6,3.67,2.5,3,2,3,4,10409
105,0.38,5,1.3,6.6,2.67,3.5,3.5,4,3.33,5,11148
86,0.38,5,1.3,6.6,3.33,3,4,3,3.67,3.5,12438
88,0.38,5,1.3,6.6,4,2,3,4,2.67,5,11929
90,0.38,5,1.3,6.6,3.33,3.5,2.5,2.5,4.33,4,12196
86,0.38,5,1.3,6.6,3,2,2,3,3,2,10941
97,0.38,5,1.3,6.6,2.67,3,2.5,2.5,3,2.5,13357
88,0.38,5,1.3,6.6,4,1.5,3,1,2.67,4,11929
88,0.38,5,1.3,6.6,2.67,3,4,2.5,3.67,3.5,12156
121,0.38,5,1.3,6.6,5,5,5,5,5,5,11981
89,0.38,5,1.3,6.6,3.33,1.5,4,3.5,4,5,10934
89,0.38,5,1.3,6.6,4,4,5,5,4,5,10137
97,0.38,5,1.3,6.6,2.67,2.5,4,4,3.33,5,13357
89,0.38,5,1.3,6.6,3.33,4,4,4,5,5,11237
97,0.38,5,1.3,6.6,4.67,3.5,3,3,4,5,12329
121,0.38,5,1.3,6.6,4,2,5,4,3.33,5,11160
121,0.38,5,1.3,6.6,4,4,4,4,4,4,11489
108,0.38,5,1.3,6.6,5,5,5,5,5,5,12203
88,0.38,5,1.3,6.6,3,3,3,3,3,3,11823
89,0.38,5,1.3,6.6,2.67,2,3.5,1.5,3.33,2,10931
97,0.38,5,1.3,6.6,2.33,2,3,2.5,2.33,5,11302
86,0.38,5,1.3,6.6,2.67,2,3.5,1.5,3.33,2,12438
94,0.38,5,1.3,6.6,3.33,3,3,3,3,3,11649
66,0.38,5,1.3,6.6,4.33,2.5,3,3,4.33,5,12551
133,0.38,5,1.3,6.6,3.67,2.5,4.5,4.5,4.33,4.5,10883
77,0.38,5,1.3,6.6,5,5,5,5,5,5,11601
94,0.38,5,1.3,6.6,4.33,2.5,3,4,2,4,12656
105,0.38,5,1.3,6.6,3.33,2.5,3,2.5,3,3.5,12282
67,0.38,5,1.3,6.6,3.33,2,3,3,3.33,4,13371
66,0.38,5,1.3,6.6,3,2.5,5,3.5,4,5,12097
86,0.38,5,1.3,6.6,3.67,2,4,3.5,2,5,12093
86,0.38,5,1.3,6.6,3,2.5,3,3.5,3,5,12438
88,0.38,5,1.3,6.6,4.33,1.5,4,4,4,5,12386
90,0.38,5,1.3,6.6,3,3,3,3,3,3,11088
90,0.38,5,1.3,6.6,2,2,2,2,2,3,11088
97,0.38,5,1.3,6.6,4.67,1.5,5,4,5,5,11815
105,0.38,5,1.3,6.6,2.33,1.5,3.5,2.5,2,2,11809
97,0.38,5,1.3,6.6,5,4,4,5,5,5,11918
107,0.38,5,1.3,6.6,3,2.5,4,2.5,3.67,4.5,12992
97,0.38,5,1.3,6.6,3.33,3,4,4,4.33,3.5,12843
90,0.38,5,1.3,6.6,2.67,2,2,3,3,4,12862
90,0.38,5,1.3,6.6,3.67,2.5,5,5,2,3,12751
97,0.38,5,1.3,6.6,3,2.5,2.5,1,3,4.5,13048
89,0.38,5,1.3,6.6,2.33,3,3,3,3,4.5,12308
141,0.38,5,1.3,6.6,2.67,2,3,2.5,3,4,11719
94,0.38,5,1.3,6.6,3.33,3,3,3,3,3,12128
141,0.38,5,1.3,6.6,4.33,1.5,4.5,1,1.67,2.5,12001
97,0.38,5,1.3,6.6,4.33,3,3,4,2.67,5,13357
89,0.38,5,1.3,6.6,4.67,2.5,3.5,3.5,2.33,1.5,12031
97,0.38,5,1.3,6.6,3.67,4,4,3,4,3,11918
86,0.38,5,1.3,6.6,4,3,2.5,3.5,3.33,5,12723
121,0.38,5,1.3,6.6,2.67,2.5,3.5,2.5,4,5,11078
97,0.38,5,1.3,6.6,4.67,2.5,4,3,4.33,4,13357
94,0.38,5,1.3,6.6,2.67,2.5,4.5,3.5,3,3,12656
